Entity,Year,Combustibles fósiles (TWh),Nuclear (TWh),Geotérmica/Biomasa (TWh),Solar (TWh),Eólica (TWh),Hidroeléctrica (TWh)
Slovenia,1977,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1978,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1979,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1980,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1981,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1982,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1983,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1984,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1985,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1986,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1987,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1988,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1989,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,1990,4.872,4.622,0.0,0.0,0.0,2.974
Slovenia,1991,4.184,4.952,0.0,0.0,0.0,3.608
Slovenia,1992,4.95,3.971,0.0,0.0,0.0,3.423
Slovenia,1993,4.955,3.956,0.0,0.0,0.0,3.035
Slovenia,1994,4.887,4.609,0.0,0.0,0.0,3.399
Slovenia,1995,4.882,4.779,0.0,0.0,0.0,3.252
Slovenia,1996,4.737,4.647,0.0,0.0,0.0,3.668
Slovenia,1997,5.065,5.019,0.0,0.0,0.0,3.091
Slovenia,1998,5.237,5.042,0.0,0.0,0.0,3.45
Slovenia,1999,4.794,4.696,0.031,0.0,0.0,3.739
Slovenia,2000,4.959,4.761,0.07,0.0,0.0,3.834
Slovenia,2001,5.341,5.257,0.072,0.0,0.0,3.796
Slovenia,2002,5.656,5.528,0.102,0.0,0.0,3.313
Slovenia,2003,5.528,5.207,0.122,0.0,0.0,2.957
Slovenia,2004,5.592,5.459,0.121,0.0,0.0,4.095
Slovenia,2005,5.652,5.884,0.11,0.0,0.0,3.461
Slovenia,2006,5.859,5.548,0.099,0.0,0.0,3.591
Slovenia,2007,5.964,5.695,0.104,0.0,0.0,3.266
Slovenia,2008,5.815,6.273,0.291,0.001,0.0,4.018
Slovenia,2009,5.753,5.739,0.193,0.004,0.0,4.715
Slovenia,2010,5.844,5.657,0.221,0.013,0.0,4.518
Slovenia,2011,5.812,6.215,0.252,0.066,0.0,3.562
Slovenia,2012,5.685,5.528,0.267,0.163,0.0,3.899
Slovenia,2013,5.392,5.3,0.261,0.215,0.004,4.629
Slovenia,2014,4.175,6.37,0.259,0.257,0.004,6.092
Slovenia,2015,4.806,5.648,0.267,0.274,0.006,3.808
Slovenia,2016,5.441,5.715,0.283,0.267,0.006016438,4.503
Slovenia,2017,5.311622000000001,6.285272,0.293889,0.283867,0.005716,3.868345
Slovenia,2018,5.118757,5.776439,0.272717,0.254961,0.006021,4.70432
Slovenia,2019,5.026,5.821256999999999,0.256212,0.303039,0.00615,4.479396
Slovenia,2020,4.95379,6.352766,0.277377,0.368196,0.006251,4.93406
Slovenia,2021,4.427073999999999,5.705951,0.29847902,0.302205,0.005535,4.706957
Slovenia,2022,3.677475,5.6055079999999995,0.0,0.0,0.0,0.0
South Africa,1965,0.0,0.0,0.0,0.0,0.0,0.037
South Africa,1966,0.0,0.0,0.0,0.0,0.0,0.036
South Africa,1967,0.0,0.0,0.0,0.0,0.0,0.026
South Africa,1968,0.0,0.0,0.0,0.0,0.0,0.024
South Africa,1969,0.0,0.0,0.0,0.0,0.0,0.021
South Africa,1970,0.0,0.0,0.0,0.0,0.0,0.025
South Africa,1971,0.0,0.0,0.0,0.0,0.0,0.112
South Africa,1972,0.0,0.0,0.0,0.0,0.0,0.834
South Africa,1973,0.0,0.0,0.0,0.0,0.0,0.985
South Africa,1974,0.0,0.0,0.0,0.0,0.0,1.132
South Africa,1975,0.0,0.0,0.0,0.0,0.0,1.12
South Africa,1976,0.0,0.0,0.0,0.0,0.0,1.876
South Africa,1977,0.0,0.0,0.0,0.0,0.0,1.944
South Africa,1978,0.0,0.0,0.0,0.0,0.0,1.907
South Africa,1979,0.0,0.0,0.0,0.0,0.0,1.144
South Africa,1980,0.0,0.0,0.0,0.0,0.0,0.992
South Africa,1981,0.0,0.0,0.0,0.0,0.0,1.653
South Africa,1982,0.0,0.0,0.0,0.0,0.0,1.016
South Africa,1983,0.0,0.0,0.0,0.0,0.0,0.595
South Africa,1984,0.0,0.0,0.0,0.0,0.0,0.56
South Africa,1985,0.0,0.0,0.0,0.0,0.0,0.624
South Africa,1986,0.0,0.0,0.0,0.0,0.0,1.623
South Africa,1987,0.0,0.0,0.0,0.0,0.0,1.617
South Africa,1988,0.0,0.0,0.0,0.0,0.0,3.162
South Africa,1989,0.0,0.0,0.0,0.0,0.0,2.759
South Africa,1990,155.926,8.449,0.0,0.0,0.0,1.01
South Africa,1991,155.388,9.144,0.0,0.0,0.0,1.98
South Africa,1992,156.717,9.288,0.0,0.0,0.0,0.75200003
South Africa,1993,165.96,7.255,0.0,0.0,0.0,0.14600004
South Africa,1994,169.402,9.697,0.0,0.0,0.0,1.0739999
South Africa,1995,173.551,11.301,0.0,0.0,0.0,0.529
South Africa,1996,186.342,11.775,0.06,0.0,0.0,1.3189999
South Africa,1997,192.869,12.647,0.146,0.0,0.0,2.092
South Africa,1998,187.527,13.601,0.231,0.0,0.0,1.595
South Africa,1999,186.662,12.837,0.197,0.0,0.0,0.7259999
South Africa,2000,193.419,13.01,0.4775,0.0093,0.0,1.1009998
South Africa,2001,195.162,10.719,0.4231,0.0108,0.0,1.721
South Africa,2002,203.931,11.991,0.4603,0.0124,0.0,2.084
South Africa,2003,217.619,12.663,0.4084,0.0139,0.006,0.82741207
South Africa,2004,226.361,13.365,0.3819,0.0155,0.012,0.949939
South Africa,2005,229.151,11.293,0.4253,0.017,0.012,1.3319402
South Africa,2006,237.658,10.026,0.4055,0.0186,0.012,2.8976197
South Africa,2007,248.053,11.317,0.4305,0.0201,0.012,2.86562
South Africa,2008,241.047,13.004,0.4561,0.0217,0.021,1.2596198
South Africa,2009,232.343,12.806,0.4491,0.0233,0.03,1.4516199
South Africa,2010,242.198,12.099,0.3963,0.0276,0.034,1.1428998
South Africa,2011,243.767,13.502,0.412,0.0803,0.037,3.0638242
South Africa,2012,241.498,11.954,0.4226,0.086,0.037,1.0185099
South Africa,2013,237.685,14.106,0.4777,0.243,0.037,1.1039158
South Africa,2014,232.474,13.794,0.364211,1.074961,1.066,1.7950599
South Africa,2015,228.771,12.237,0.316528,2.399424,3.071,0.59061617
South Africa,2016,226.73,15.026,0.331492,3.340541,4.209,1.0265151
South Africa,2017,226.45433,14.193,0.386364,5.057583,5.86696,1.9617273
South Africa,2018,228.055,11.58,0.431334,6.203429,6.416343,1.1697576
South Africa,2019,221.79294099999998,13.252,0.431334,6.771429,6.680313,0.97396034
South Africa,2020,210.699654,9.903,0.43251574,8.291375,6.9903393,0.6949495
South Africa,2021,209.875469,12.355,0.431334,7.8980756,8.188991,1.4010102
South Africa,2022,201.51772200000002,9.803,0.0,0.0,0.0,0.0
South America,1965,0.0,0.0,0.0,0.0,0.0,39.581554
South America,1966,0.0,0.0,0.0,0.0,0.0,44.095222
South America,1967,0.0,0.0,0.0,0.0,0.0,46.652615
South America,1968,0.0,0.0,0.0,0.0,0.0,49.550686
South America,1969,0.0,0.0,0.0,0.0,0.0,53.435425
South America,1970,0.0,0.0,0.57093334,0.0,0.0,62.88049
South America,1971,0.0,0.0,1.041386,0.0,0.0,69.82073
South America,1972,0.0,0.0,1.1355976,0.0,0.0,79.28879
South America,1973,0.0,0.0,1.1527706,0.0,0.0,89.51795
South America,1974,0.0,0.0,1.224155,0.0,0.0,103.09859
South America,1975,0.0,0.0,1.5001678,0.0,0.0,112.39167
South America,1976,0.0,0.0,1.5173004,0.0,0.0,125.337105
South America,1977,0.0,0.0,1.7688487,0.0,0.0,139.3818
South America,1978,0.0,0.0,1.9639169,0.0,0.0,153.06062
South America,1979,0.0,0.0,2.4230032,0.0,0.0,173.54976
South America,1980,0.0,0.0,2.405526,0.0,0.0,194.83237
South America,1981,0.0,0.0,2.447641,0.0,0.0,196.83522
South America,1982,0.0,0.0,2.9034476,0.0,0.0,213.39456
South America,1983,0.0,0.0,3.8014305,0.0,0.0,229.53732
South America,1984,0.0,0.0,3.6446674,0.0,0.0,253.0052
South America,1985,0.0,0.0,3.913132,0.0,0.0,273.90704
South America,1986,0.0,0.0,4.114923,0.0,0.0,294.62888
South America,1987,0.0,0.0,4.4566836,0.0,0.0,314.6132
South America,1988,0.0,0.0,4.306745,0.0,0.0,326.4447
South America,1989,0.0,0.0,4.344164,0.0,0.0,334.9196
South America,1990,0.0,0.0,5.476084,0.0,0.0,347.90448
South America,1991,0.0,0.0,5.6775155,0.0,0.0,372.47708
South America,1992,0.0,0.0,7.399189,0.0,0.0,380.07532
South America,1993,0.0,0.0,7.461511,0.0,0.0,409.5474
South America,1994,0.0,0.0,7.95607,0.0,0.0,435.20416
South America,1995,0.0,0.0,8.332388,0.0,0.0,451.17224
South America,1996,0.0,0.0,9.46631,0.0,0.012018,467.52686
South America,1997,0.0,0.0,10.053499,0.0,0.019192,494.85226
South America,1998,0.0,0.0,9.659916,1.7e-05,0.038041,506.04062
South America,1999,0.0,0.0,10.818792,2.6e-05,0.037381,504.71646
South America,2000,0.0,0.0,10.397832,0.001886714,0.0375865,533.39667
South America,2001,0.0,0.0,11.826205,0.00272745,0.0934895,501.1439
South America,2002,0.0,0.0,13.354625,0.0047139497,0.1436335,525.70337
South America,2003,0.0,0.0,15.298442,0.0064944997,0.1481825,548.27344
South America,2004,0.0,0.0,16.129347,0.008046227,0.1926645,565.95306
South America,2005,0.0,0.0,17.374043,0.00965055,0.22332816,599.45654
South America,2006,0.0,0.0,18.477768,0.000141375,0.3788499,626.76105
South America,2007,0.0,0.0,23.224754,0.00016436199,0.79250646,649.15607
South America,2008,0.0,0.0,26.765406,0.000268987,1.333387,652.381
South America,2009,0.0,0.0,30.258827,0.000212962,1.4632772,670.5966
South America,2010,0.0,0.0,40.12085,0.011397613,2.6456776,670.6312
South America,2011,0.0,0.0,42.041508,0.040161423,3.232329,712.2574
South America,2012,0.0,0.0,47.187233,0.1288055,6.006006,697.6344
South America,2013,0.0,0.0,53.801617,0.2791036,7.9287286,675.41724
South America,2014,0.0,0.0,59.220776,0.77040964,15.537109,655.9056
South America,2015,0.0,0.0,62.88767,1.82433,27.252172,639.3747
South America,2016,0.0,0.0,64.83844,3.1555464,40.821438,654.4233
South America,2017,0.0,0.0,67.54168,5.462773,51.697186,671.28326
South America,2018,0.0,0.0,71.01971,10.1510515,59.995216,680.74896
South America,2019,0.0,0.0,72.40747,15.5739,72.59349,669.1877
South America,2020,0.0,0.0,76.69768,21.580185,79.59487,662.5346
South America,2021,0.0,0.0,72.658905,31.772686,101.82825,628.21277
South Korea,1965,0.0,0.0,0.0,0.0,0.0,0.710427
South Korea,1966,0.0,0.0,0.0,0.0,0.0,0.985322
South Korea,1967,0.0,0.0,0.0,0.0,0.0,0.953171
South Korea,1968,0.0,0.0,0.0,0.0,0.0,0.929483
South Korea,1969,0.0,0.0,0.0,0.0,0.0,1.428512
South Korea,1970,0.0,0.0,0.0,0.0,0.0,1.220684
South Korea,1971,0.0,0.0,0.0,0.0,0.0,1.319976
South Korea,1972,0.0,0.0,0.0,0.0,0.0,1.368076
South Korea,1973,0.0,0.0,0.0,0.0,0.0,1.284465
South Korea,1974,0.0,0.0,0.0,0.0,0.0,1.905858
South Korea,1975,0.0,0.0,0.0,0.0,0.0,1.682809
South Korea,1976,0.0,0.0,0.0,0.0,0.0,1.788661
South Korea,1977,0.0,0.0,0.0,0.0,0.0,1.392729
South Korea,1978,0.0,0.0,0.0,0.0,0.0,1.807524
South Korea,1979,0.0,0.0,0.0,0.0,0.0,2.296168
South Korea,1980,0.0,0.0,0.0,0.0,0.0,1.920375
South Korea,1981,0.0,0.0,0.0,0.0,0.0,2.597707
South Korea,1982,0.0,0.0,0.0,0.0,0.0,1.715362
South Korea,1983,0.0,0.0,0.0,0.0,0.0,2.294191
South Korea,1984,0.0,0.0,0.0,0.0,0.0,1.998143
South Korea,1985,0.0,0.0,0.0,0.0,0.0,3.184966
South Korea,1986,0.0,0.0,0.0,0.0,0.0,3.10988
South Korea,1987,0.0,0.0,0.0,0.0,0.0,3.965371
South Korea,1988,0.0,0.0,0.0,0.0,0.0,1.987232
South Korea,1989,0.0,0.0,0.0,0.0,0.0,2.963969
South Korea,1990,0.0,0.0,0.0,0.001,0.0,4.683946
South Korea,1991,0.0,0.0,0.0,0.001,0.0,3.486046
South Korea,1992,0.0,0.0,0.0,0.002,0.0,3.097448
South Korea,1993,0.0,0.0,0.0,0.002,0.001,4.227549
South Korea,1994,0.0,0.0,0.0,0.002,0.001,2.346092
South Korea,1995,0.0,0.0,0.25,0.002,0.0,2.759923
South Korea,1996,0.0,0.0,0.403,0.003,0.0,2.424357
South Korea,1997,0.0,0.0,0.078,0.003,0.001,2.813992
South Korea,1998,0.0,0.0,0.058,0.004,0.002,4.279418
South Korea,1999,0.0,0.0,0.087,0.004572,0.005839,4.15926
South Korea,2000,0.0,0.0,0.079,0.005284,0.016685,4.009553
South Korea,2001,0.0,0.0,0.088,0.006184,0.01259,2.329939
South Korea,2002,0.0,0.0,0.179,0.007044,0.014881,3.2327778
South Korea,2003,0.0,0.0,0.188,0.007752,0.024865,4.8855767
South Korea,2004,0.0,0.0,0.2928692,0.009872,0.047442,4.311079
South Korea,2005,0.0,0.0,0.25981373,0.014399,0.129888,3.6732996
South Korea,2006,0.0,0.0,0.24129018,0.031022,0.238911,3.4675376
South Korea,2007,0.0,0.0,0.38390425,0.071279,0.375641,3.6316493
South Korea,2008,0.0,0.0,0.6530758,0.284315,0.436034,3.0701118
South Korea,2009,0.0,0.0,0.5390645,0.566191,0.685353,2.8131711
South Korea,2010,0.0,0.0,2.8877256,0.773382,0.81695,3.6819692
South Korea,2011,0.0,0.0,5.806806,0.922697,0.862884,4.597667
South Korea,2012,0.0,0.0,6.5782027,1.126906,0.91276,3.9690382
South Korea,2013,0.0,0.0,7.344154,1.667325,1.148179,4.2892675
South Korea,2014,0.0,0.0,10.856149,2.693985,1.145557,2.7514188
South Korea,2015,0.0,0.0,11.745787,4.229723,1.342439,2.1457193
South Korea,2016,0.0,0.0,11.736701,5.515817,1.6831422,2.8462753
South Korea,2017,0.0,0.0,14.238496,7.737852,2.1690142,2.8088205
South Korea,2018,0.0,0.0,14.556831,10.154964,2.464879,3.359418
South Korea,2019,0.0,0.0,13.684058,14.16304,2.679158,2.788679
South Korea,2020,0.0,0.0,8.608856,19.297853,3.149798,3.8772297
South Korea,2021,0.0,0.0,15.214928,21.81574,3.166891,3.055118
South and Central America (BP),1965,0.0,0.0,0.0,0.0,0.0,41.302555
South and Central America (BP),1966,0.0,0.0,0.0,0.0,0.0,46.001225
South and Central America (BP),1967,0.0,0.0,0.0,0.0,0.0,48.660614
South and Central America (BP),1968,0.0,0.0,0.0,0.0,0.0,51.74669
South and Central America (BP),1969,0.0,0.0,0.0,0.0,0.0,55.852425
South and Central America (BP),1970,0.0,0.0,0.57093334,0.0,0.0,65.64019
South and Central America (BP),1971,0.0,0.0,2.1533859,0.0,0.0,73.067635
South and Central America (BP),1972,0.0,0.0,2.1425977,0.0,0.0,82.69269
South and Central America (BP),1973,0.0,0.0,2.2767706,0.0,0.0,93.00975
South and Central America (BP),1974,0.0,0.0,2.3891551,0.0,0.0,106.86309
South and Central America (BP),1975,0.0,0.0,2.873168,0.0,0.0,115.91616
South and Central America (BP),1976,0.0,0.0,3.3633003,0.0,0.0,129.42441
South and Central America (BP),1977,0.0,0.0,3.6838486,0.0,0.0,143.1242
South and Central America (BP),1978,0.0,0.0,4.0839167,0.0,0.0,158.18752
South and Central America (BP),1979,0.0,0.0,4.383003,0.0,0.0,179.78596
South and Central America (BP),1980,0.0,0.0,4.405631,0.0,0.0,201.44287
South and Central America (BP),1981,0.0,0.0,4.883746,0.0,0.0,204.44443
South and Central America (BP),1982,0.0,0.0,5.525553,0.0,0.0,220.19386
South and Central America (BP),1983,0.0,0.0,6.358536,0.0,0.0,237.10901
South and Central America (BP),1984,0.0,0.0,6.1837726,0.0,0.0,261.6087
South and Central America (BP),1985,0.0,0.0,6.076122,0.0,0.0,283.50836
South and Central America (BP),1986,0.0,0.0,6.2676725,0.0,0.0,306.0074
South and Central America (BP),1987,0.0,0.0,6.7021995,0.0,0.0,326.53015
South and Central America (BP),1988,0.0,0.0,6.639707,0.0,0.0,339.224
South and Central America (BP),1989,0.0,0.0,6.9310308,0.0,0.0,347.35876
South and Central America (BP),1990,0.0,0.0,8.331682,0.0,0.0,360.80304
South and Central America (BP),1991,0.0,0.0,8.405421,0.0,0.0,385.09637
South and Central America (BP),1992,0.0,0.0,10.720842,0.0,0.0,392.17712
South and Central America (BP),1993,0.0,0.0,10.275521,0.0,0.001717172,423.27594
South and Central America (BP),1994,0.0,0.0,10.812127,0.0,0.007777778,447.75687
South and Central America (BP),1995,0.0,0.0,11.071227,0.0,0.007777778,463.73962
South and Central America (BP),1996,0.0,0.0,12.450906,0.0,0.041973986,482.2211
South and Central America (BP),1997,0.0,0.0,13.107331,0.0,0.102926,508.80804
South and Central America (BP),1998,0.0,0.0,12.338713,1.7e-05,0.11137238,520.6617
South and Central America (BP),1999,0.0,0.0,14.474613,0.00012701,0.14847192,522.1518
South and Central America (BP),2000,0.0,0.0,14.565456,0.002137752,0.2521153,550.3128
South and Central America (BP),2001,0.0,0.0,16.18441,0.003686489,0.32099152,516.229
South and Central America (BP),2002,0.0,0.0,17.89747,0.006018989,0.45886725,541.89276
South and Central America (BP),2003,0.0,0.0,19.829304,0.008332461,0.44309795,565.5637
South and Central America (BP),2004,0.0,0.0,20.932888,0.010676187,0.543415,584.2788
South and Central America (BP),2005,0.0,0.0,22.180126,0.017902069,0.53230166,619.2262
South and Central America (BP),2006,0.0,0.0,23.593657,0.008199329,0.77378976,647.2634
South and Central America (BP),2007,0.0,0.0,28.834093,0.010825127,1.1614605,669.4346
South and Central America (BP),2008,0.0,0.0,32.623924,0.014856545,1.6704338,674.5294
South and Central America (BP),2009,0.0,0.0,36.51271,0.02445529,2.0779278,691.6426
South and Central America (BP),2010,0.0,0.0,46.770008,0.061446644,3.44859,693.9942
South and Central America (BP),2011,0.0,0.0,48.80147,0.13130102,4.3245354,735.3775
South and Central America (BP),2012,0.0,0.0,54.824295,0.3363587,7.6674623,722.4512
South and Central America (BP),2013,0.0,0.0,62.14274,0.5303269,10.202307,699.7518
South and Central America (BP),2014,0.0,0.0,67.83141,1.1055206,18.627209,679.2193
South and Central America (BP),2015,0.0,0.0,71.73237,2.8484855,31.47792,663.2283
South and Central America (BP),2016,0.0,0.0,74.42276,4.863545,45.206425,679.2236
South and Central America (BP),2017,0.0,0.0,76.86468,7.610518,56.158222,701.21436
South and Central America (BP),2018,0.0,0.0,80.97644,12.761959,65.84216,710.1324
South and Central America (BP),2019,0.0,0.0,83.72203,19.094137,78.80956,692.4041
South and Central America (BP),2020,0.0,0.0,87.61103,25.988012,85.4542,691.24615
South and Central America (BP),2021,0.0,0.0,83.95458,37.186905,108.20039,660.0726
Spain,1965,0.0,0.0,0.0,0.0,0.0,19.687
Spain,1966,0.0,0.0,0.0,0.0,0.0,27.258
Spain,1967,0.0,0.0,0.0,0.0,0.0,22.657
Spain,1968,0.0,0.0,0.0,0.0,0.0,24.388
Spain,1969,0.0,0.0,0.0,0.0,0.0,30.603
Spain,1970,0.0,0.0,0.047,0.0,0.0,27.772
Spain,1971,27.194,2.523,0.052,0.0,0.0,31.816
Spain,1972,27.634,4.751,0.061,0.0,0.0,35.469
Spain,1973,40.147,6.545,0.056,0.0,0.0,28.912
Spain,1974,42.234,7.223,0.051,0.0,0.0,30.568
Spain,1975,48.376,7.544,0.113,0.0,0.0,26.065
Spain,1976,60.571,7.555,0.187,0.0,0.0,20.932
Spain,1977,46.228,6.524,0.309,0.0,0.0,39.628
Spain,1978,50.072,7.649,0.316,0.0,0.0,40.251
Spain,1979,51.355,6.7,0.251,0.0,0.0,46.397
Spain,1980,74.128,5.186,0.362,0.0,0.0,29.55
Spain,1981,78.062,9.568,0.424,0.0,0.0,21.942
Spain,1982,77.917,8.771,0.487,0.0,0.0,26.331
Spain,1983,77.11,10.661,0.56,0.0,0.0,27.047
Spain,1984,62.986,23.086,0.55,0.0,0.0,31.484
Spain,1985,65.675,28.044,0.611,0.0,0.0,31.287
Spain,1986,63.738,37.458,0.538,0.0,0.0,26.494
Spain,1987,63.389,41.271,0.563,0.0,0.0,27.383
Spain,1988,52.199,50.466,0.673,0.0,0.0,35.246
Spain,1989,71.075,56.126,0.578,0.006060606,0.013,19.349
Spain,1990,70.776,54.268,0.542,0.006,0.014,25.414
Spain,1991,71.232,55.578,0.542,0.007,0.015,27.282
Spain,1992,81.18,55.782,0.575,0.008,0.103,18.92
Spain,1993,74.128,56.06,0.579,0.009,0.116,24.377
Spain,1994,76.351,55.313,0.639,0.01,0.175,28.18
Spain,1995,85.452,55.455,1.011,0.015,0.27,23.112
Spain,1996,75.357,56.33,1.083,0.012,0.364,39.802
Spain,1997,96.253,55.298,1.463,0.013,0.742,34.778
Spain,1998,96.877,58.993,1.531,0.015,1.352,34.005
Spain,1999,118.939,58.852,1.724,0.017,2.744,22.863
Spain,2000,123.614,62.206,1.493,0.018,4.727,29.57
Spain,2001,119.724,63.708,1.631,0.024,6.759,41.027
Spain,2002,143.436,63.016,2.586,0.03,9.342,22.92
Spain,2003,139.325,61.875,3.184,0.041,12.075,41.054
Spain,2004,159.622,63.606,3.33,0.056,15.7,31.676
Spain,2005,184.198,57.539,2.653,0.041,21.176,17.872
Spain,2006,182.377,60.126,2.774,0.119,23.297,25.89
Spain,2007,187.392,55.103,2.898,0.508,27.568,27.233
Spain,2008,188.773,58.973,3.255,2.578,32.946,23.532
Spain,2009,163.926,52.761,3.4088092,6.0669346,37.8869,26.352478
Spain,2010,137.736,61.99,3.817644,7.064429,43.68136,42.035698
Spain,2011,145.326,57.718,4.515,8.679536,42.433,30.596
Spain,2012,144.62,61.47,4.9770093,11.965909,49.472,20.545
Spain,2013,112.631,56.726,5.290421,13.110889,55.767128,36.7799
Spain,2014,106.689,57.305,5.414057,13.673027,52.013,39.169
Spain,2015,122.415,57.196,5.7641673,13.85843,49.325,28.14
Spain,2016,107.194,58.633,5.6646805,13.641701,48.914,36.38557
Spain,2017,126.152,58.039,6.078,14.320671,49.127,18.322
Spain,2018,111.218,55.766,6.175547,12.744,50.896,34.334
Spain,2019,110.568,58.349,5.637065,15.108287,53.08907,22.486076
Spain,2020,86.592,58.299,6.137239,20.667141,56.443676,30.506727
Spain,2021,87.56,56.564,6.615242,26.806072,62.353806,29.566423
Spain,2022,105.261,58.59,0.0,0.0,0.0,0.0
Sri Lanka,1965,0.0,0.0,0.0,0.0,0.0,0.365
Sri Lanka,1966,0.0,0.0,0.0,0.0,0.0,0.399
Sri Lanka,1967,0.0,0.0,0.0,0.0,0.0,0.41
Sri Lanka,1968,0.0,0.0,0.0,0.0,0.0,0.474
Sri Lanka,1969,0.0,0.0,0.0,0.0,0.0,0.549
Sri Lanka,1970,0.0,0.0,0.0,0.0,0.0,0.7403
Sri Lanka,1971,0.0,0.0,0.0,0.0,0.0,0.8255
Sri Lanka,1972,0.0,0.0,0.0,0.0,0.0,0.8471
Sri Lanka,1973,0.0,0.0,0.0,0.0,0.0,0.6957
Sri Lanka,1974,0.0,0.0,0.0,0.0,0.0,0.9976
Sri Lanka,1975,0.0,0.0,0.0,0.0,0.0,1.0766
Sri Lanka,1976,0.0,0.0,0.0,0.0,0.0,1.1095
Sri Lanka,1977,0.0,0.0,0.0,0.0,0.0,1.2139
Sri Lanka,1978,0.0,0.0,0.0,0.0,0.0,1.3663
Sri Lanka,1979,0.0,0.0,0.0,0.0,0.0,1.4618
Sri Lanka,1980,0.0,0.0,0.0,0.0,0.0,1.4801
Sri Lanka,1981,0.0,0.0,0.0,0.0,0.0,1.5716
Sri Lanka,1982,0.0,0.0,0.0,0.0,0.0,1.6076
Sri Lanka,1983,0.0,0.0,0.0,0.0,0.0,1.2172
Sri Lanka,1984,0.0,0.0,0.0,0.0,0.0,2.0922
Sri Lanka,1985,0.0,0.0,0.0,0.0,0.0,2.3956
Sri Lanka,1986,0.0,0.0,0.0,0.0,0.0,2.6451
Sri Lanka,1987,0.0,0.0,0.0,0.0,0.0,2.177
Sri Lanka,1988,0.0,0.0,0.0,0.0,0.0,2.5967
Sri Lanka,1989,0.0,0.0,0.0,0.0,0.0,2.8012
Sri Lanka,1990,0.0,0.0,0.0,0.0,0.0,3.1448
Sri Lanka,1991,0.0,0.0,0.0,0.0,0.0,3.1166
Sri Lanka,1992,0.0,0.0,0.0,0.0,0.0,2.8999
Sri Lanka,1993,0.0,0.0,0.0,0.0,0.0,3.796
Sri Lanka,1994,0.0,0.0,0.0,0.0,0.0,4.0891
Sri Lanka,1995,0.0,0.0,0.0,0.0,0.0,4.5141
Sri Lanka,1996,0.0,0.0,0.0,0.0,0.0,3.2519
Sri Lanka,1997,0.0,0.0,0.0,0.0,0.0,3.44727
Sri Lanka,1998,0.0,0.0,0.0,0.0,0.0,3.91495
Sri Lanka,1999,0.0,0.0,0.0,0.0,0.0035,4.1774936
Sri Lanka,2000,0.0,0.0,0.0,0.000432,0.0034,3.2042077
Sri Lanka,2001,0.0,0.0,0.0,0.000903096,0.0035,3.1178436
Sri Lanka,2002,0.0,0.0,0.0,0.001501112,0.003605747,2.7004118
Sri Lanka,2003,0.0,0.0,0.0,0.002403992,0.003405747,3.3187416
Sri Lanka,2004,0.0,0.0,0.00012,0.003539072,0.002705747,2.9692228
Sri Lanka,2005,0.0,0.0,0.00228,0.004615336,0.002405747,3.4595318
Sri Lanka,2006,0.0,0.0,0.00178,0.00538678,0.002305747,4.643377
Sri Lanka,2007,0.0,0.0,0.0011,0.00597646,0.002305747,3.956473
Sri Lanka,2008,0.0,0.0,0.00572,0.006375132,0.003241747,4.139193
Sri Lanka,2009,0.0,0.0,0.02301,0.006787804,0.003501447,3.8911111
Sri Lanka,2010,0.0,0.0,0.03251,0.007195476,0.053161446,5.6445594
Sri Lanka,2011,0.0,0.0,0.031626,0.008714148,0.091620445,4.583892
Sri Lanka,2012,0.0,0.0,0.022173,0.01000782,0.14680775,3.3021636
Sri Lanka,2013,0.0,0.0,0.026389,0.01438312,0.23458175,6.9292426
Sri Lanka,2014,0.0,0.0,0.041393,0.02808402,0.27245376,4.5626483
Sri Lanka,2015,0.0,0.0,0.05731,0.04872,0.34321,5.97989
Sri Lanka,2016,0.0,0.0,0.07196,0.08297,0.34487,4.23154
Sri Lanka,2017,0.0,0.0,0.067,0.22461,0.36681,4.03136
Sri Lanka,2018,0.0,0.0,0.0871,0.32131,0.32631,6.41146
Sri Lanka,2019,0.0,0.0,0.1175,0.5004,0.3482,4.8119
Sri Lanka,2020,0.0,0.0,0.11782192,0.65202206,0.48655945,4.9956613
Sri Lanka,2021,0.0,0.0,0.12831242,0.7612115,0.68447256,7.085865
Sweden,1965,0.0,0.0,0.0,0.0,0.0,46.423
Sweden,1966,0.0,0.0,0.0,0.0,0.0,45.489
Sweden,1967,0.0,0.0,0.0,0.0,0.0,49.286
Sweden,1968,0.0,0.0,0.0,0.0,0.0,48.739
Sweden,1969,0.0,0.0,0.0,0.0,0.0,41.83
Sweden,1970,0.0,0.0,0.13,0.0,0.0,41.489
Sweden,1971,14.272,0.09,0.16,0.0,0.0,52.012
