Year,Entity,Continent,Eólica,Solar,Geotérmica
2005,Jordan,Asia,0.0014,1.5e-05,
2005,Kenya,Africa,,,128.0
2005,Malaysia,Asia,,0.0,
2005,Mexico,North America,0.018,0.016,960.0
2005,Morocco,Africa,0.054,0.01,
2005,Netherlands,Europe,1.224,0.051,
2005,New Zealand,Oceania,0.168,,433.0
2005,Nicaragua,North America,,,87.5
2005,North America,North America,9.4696,0.52966797,3245.0
2005,Norway,Europe,0.265,,
2005,Oceania,Oceania,0.908,0.052,
2005,Other South & Central America,South America,,,15.600000000000025
2005,Pakistan,Asia,0.0,0.0,
2005,Papua New Guinea,Oceania,,,36.0
2005,Philippines,Asia,0.033,0.00202,1846.5
2005,Poland,Europe,0.121,0.0,
2005,Portugal,Europe,1.064,0.002,14.0
2005,Romania,Europe,0.001,0.0,
2005,Russia,Europe,0.01,0.0,79.0
2005,Slovakia,Europe,,0.0,
2005,South & Central America,South America,,,449.0
2005,South Africa,Africa,0.00316,0.0,
2005,South America,South America,0.058979,0.000744,
2005,South Korea,Asia,0.099,0.014,
2005,Spain,Europe,9.918,0.052,
2005,Sweden,Europe,0.522,0.004,
2005,Switzerland,Europe,,0.028,
2005,Taiwan,Asia,0.02394,0.00104,
2005,Thailand,Asia,0.0,0.0,
2005,Tunisia,Africa,0.01937,,
2005,Turkey,Europe,0.021,0.002,15.0
2005,Ukraine,Europe,0.0766,0.0,
2005,United Kingdom,Europe,1.565,0.011,
2005,United States,North America,8.706,0.493,2285.0
2005,Uruguay,South America,0.00015,,
2005,Vietnam,Asia,,0.001885,
2005,World,World,58.408125,4.548119,8564.1
2006,Africa,Africa,0.327925,0.034268,135.3
2006,Algeria,Africa,,0.0,
2006,Argentina,South America,0.027829,2.6e-05,
2006,Asia,Asia,10.653403,1.972485,
2006,Australia,Oceania,0.8190000000000001,0.061,
2006,Austria,Europe,0.968269,0.022387,
2006,Belgium,Europe,0.212,0.002,
2006,Brazil,South America,0.237,0.000718,
2006,Bulgaria,Europe,0.027,0.0,
2006,Canada,North America,1.423,0.022,
2006,Chile,South America,0.002,0.0,0.0
2006,China,Asia,2.07,0.1601999999999999,21.7
2006,Costa Rica,North America,0.0686,,165.7
2006,Croatia,Europe,,,0.0
2006,Czechia,Europe,,0.000841,
2006,Denmark,Europe,3.135696,0.003,
2006,Egypt,Africa,0.235,0.0006,
2006,El Salvador,North America,,,151.2
2006,Ethiopia,Africa,,,7.3
2006,Europe,Europe,47.927800000000005,3.266667,1142.1
2006,Finland,Europe,0.086,,
2006,France,Europe,1.412,0.015,0.0
2006,Germany,Europe,20.474,2.899,0.2
2006,Greece,Europe,0.749,0.005,
2006,Guatemala,North America,,,54.2
2006,Honduras,North America,,0.002872,0.0
2006,Hungary,Europe,,0.0,
2006,Iceland,Europe,,,422.0
2006,India,Asia,6.315,0.009603,
2006,Indonesia,Asia,,,850.0
2006,Iran,Asia,0.047,,
2006,Ireland,Europe,0.6765,,
2006,Israel,Asia,,0.0013,
2006,Italy,Europe,1.902,0.045,671.0
2006,Japan,Asia,1.805,1.708,532.0
2006,Jordan,Asia,0.0014,1.5e-05,
2006,Kenya,Africa,,,128.0
2006,Malaysia,Asia,,0.0,
2006,Mexico,North America,0.101,0.016,960.0
2006,Morocco,Africa,0.054,0.0108,
2006,Netherlands,Europe,1.561,0.053,
2006,New Zealand,Oceania,0.169,,433.0
2006,Nicaragua,North America,,,87.5
2006,North America,North America,12.9216,0.738872,3234.0
2006,Norway,Europe,0.284,,
2006,Oceania,Oceania,0.988,0.061,
2006,Other South & Central America,South America,,,15.60000000000008
2006,Pakistan,Asia,0.0,0.0,
2006,Papua New Guinea,Oceania,,,36.0
2006,Philippines,Asia,0.033,0.00202,1846.5
2006,Poland,Europe,0.172,0.0,
2006,Portugal,Europe,1.681,0.003,25.0
2006,Romania,Europe,0.001,0.0,
2006,Russia,Europe,0.01,0.0,87.0
2006,Slovakia,Europe,,0.0,
2006,South & Central America,South America,,,474.2000000000001
2006,South Africa,Africa,0.00316,0.0,
2006,South America,South America,0.2669789999999999,0.000744,
2006,South Korea,Asia,0.178,0.036,
2006,Spain,Europe,11.722,0.13,
2006,Sweden,Europe,0.585,0.005,
2006,Switzerland,Europe,,0.03,
2006,Taiwan,Asia,0.10199,0.00141,
2006,Thailand,Asia,0.00034,0.03041,
2006,Tunisia,Africa,0.01937,,
2006,Turkey,Europe,0.059,0.0025,23.0
2006,Ukraine,Europe,0.0766,0.0,
2006,United Kingdom,Europe,1.955,0.014,
2006,United States,North America,11.329,0.6980000000000001,2274.0
2006,Uruguay,South America,0.00015,,
2006,Vietnam,Asia,,0.003424,
2006,World,World,73.16167,6.093193,8792.2
2007,Africa,Africa,0.47012,0.046656002,135.3
2007,Algeria,Africa,,0.0,
2007,Argentina,South America,0.027829,2.6e-05,
2007,Asia,Asia,14.256196,2.298976,
2007,Australia,Oceania,1.249,0.07,
2007,Austria,Europe,0.991159,0.024238,
2007,Belgium,Europe,0.276,0.02,
2007,Brazil,South America,0.247,0.000718,
2007,Bulgaria,Europe,0.03,3e-05,
2007,Canada,North America,1.84,0.029,
2007,Chile,South America,0.02,0.0,0.0
2007,China,Asia,4.2,0.199,21.7
2007,Costa Rica,North America,0.066,,165.7
2007,Croatia,Europe,,,0.0
2007,Czechia,Europe,,0.003961,
2007,Denmark,Europe,3.124214,0.003,
2007,Egypt,Africa,0.315,0.0007,
2007,El Salvador,North America,,,204.4
2007,Ethiopia,Africa,,,7.3
2007,Europe,Europe,56.34890600000001,5.039852,1207.9
2007,Finland,Europe,0.11,,
2007,France,Europe,2.223,0.026,0.0
2007,Germany,Europe,22.116,4.17,3.0
2007,Greece,Europe,0.846,0.009,
2007,Guatemala,North America,,,54.2
2007,Honduras,North America,,0.003228,0.0
2007,Hungary,Europe,,0.0004,
2007,Iceland,Europe,,,485.0
2007,India,Asia,7.84452,0.025099,
2007,Indonesia,Asia,,,980.0
2007,Iran,Asia,0.063,,
2007,Ireland,Europe,0.7405,,
2007,Israel,Asia,,0.0018,
2007,Italy,Europe,2.702,0.11,671.0
2007,Japan,Asia,1.527,1.919,532.0
2007,Jordan,Asia,0.0014,1.5e-05,
2007,Kenya,Africa,,,128.0
2007,Malaysia,Asia,,0.00045,
2007,Mexico,North America,0.101,0.019,960.0
2007,Morocco,Africa,0.114,0.011945,
2007,Netherlands,Europe,1.749,0.054,
2007,New Zealand,Oceania,0.32,,451.0
2007,Nicaragua,North America,,,87.5
2007,North America,North America,18.522,1.025228,3174.0
2007,Norway,Europe,0.348,,
2007,Oceania,Oceania,1.569,0.07,
2007,Other South & Central America,South America,,,15.599999999999966
2007,Pakistan,Asia,0.0,0.00014,
2007,Papua New Guinea,Oceania,,,56.0
2007,Philippines,Asia,0.033,0.00202,1846.5
2007,Poland,Europe,0.306,0.0,
2007,Portugal,Europe,2.201,0.024,25.0
2007,Romania,Europe,0.003,0.0,
2007,Russia,Europe,0.01,0.0,90.0
2007,Slovakia,Europe,,0.0,
2007,South & Central America,South America,,,527.4
2007,South Africa,Africa,0.00316,0.0,
2007,South America,South America,0.294979,0.000744,
2007,South Korea,Asia,0.196,0.081,
2007,Spain,Europe,14.82,0.494,
2007,Sweden,Europe,0.8230000000000001,0.006,
2007,Switzerland,Europe,,0.037,
2007,Taiwan,Asia,0.18599,0.00244,
2007,Thailand,Asia,0.00094,0.03225,
2007,Tunisia,Africa,0.01937,,
2007,Turkey,Europe,0.146,0.003,23.0
2007,Ukraine,Europe,0.082,0.0,
2007,United Kingdom,Europe,2.477,0.018,
2007,United States,North America,16.515,0.974,2214.0
2007,Uruguay,South America,0.00015,,
2007,Vietnam,Asia,,0.003424,
2007,World,World,91.55306,8.506466,9022.2
2008,Africa,Africa,0.55532,0.063372997,135.3
2008,Algeria,Africa,,0.0,
2008,Argentina,South America,0.027829,2.6e-05,
2008,Asia,Asia,21.47542,2.878011,
2008,Australia,Oceania,1.441,0.082,
2008,Austria,Europe,0.991974,0.03012,
2008,Belgium,Europe,0.324,0.062,
2008,Brazil,South America,0.398,0.000764,
2008,Bulgaria,Europe,0.114,0.0001,
2008,Canada,North America,2.336,0.038,
2008,Chile,South America,0.02,0.0,0.0
2008,China,Asia,8.387728,0.253,24.8
2008,Costa Rica,North America,0.066,,165.7
2008,Croatia,Europe,,,0.0
2008,Czechia,Europe,,0.0395,
2008,Denmark,Europe,3.16287,0.003,
2008,Egypt,Africa,0.395,0.0009,
2008,El Salvador,North America,,,204.4
2008,Ethiopia,Africa,,,7.3
2008,Europe,Europe,64.063395,10.45816,1304.9
2008,Finland,Europe,0.143,,
2008,France,Europe,3.403,0.08,0.0
2008,Germany,Europe,22.794,6.12,3.0
2008,Greece,Europe,1.022,0.012,
2008,Guatemala,North America,,,54.2
2008,Honduras,North America,,0.003228,0.0
2008,Hungary,Europe,,0.001,
2008,Iceland,Europe,,,575.0
2008,India,Asia,10.2425,0.027723,
2008,Indonesia,Asia,,,1052.0
2008,Iran,Asia,0.063,,
2008,Ireland,Europe,0.9423,,
2008,Israel,Asia,,0.003,
2008,Italy,Europe,3.525,0.483,671.0
2008,Japan,Asia,1.756,2.144,532.0
2008,Jordan,Asia,0.0014,1.5e-05,
2008,Kenya,Africa,,,128.0
2008,Malaysia,Asia,,0.00054,
2008,Mexico,North America,0.101,0.019,963.0
2008,Morocco,Africa,0.114,0.012845,
2008,Netherlands,Europe,2.149,0.059,
2008,New Zealand,Oceania,0.322,,593.0
2008,Nicaragua,North America,,,87.5
2008,North America,North America,27.154,1.2132280000000002,3192.0
2008,Norway,Europe,0.395,,
2008,Oceania,Oceania,1.763,0.082,
2008,Other South & Central America,South America,,,15.599999999999966
2008,Pakistan,Asia,0.006,0.00114,
2008,Papua New Guinea,Oceania,,,56.0
2008,Philippines,Asia,0.033,0.00202,1846.5
2008,Poland,Europe,0.526,0.0,
2008,Portugal,Europe,2.857,0.059,25.0
2008,Romania,Europe,0.005,0.0001,
2008,Russia,Europe,0.01,0.0,80.0
2008,Slovakia,Europe,,0.0,
2008,South & Central America,South America,,,527.4
2008,South Africa,Africa,0.00836,0.0,
2008,South America,South America,0.4604290199999999,0.00079,
2008,South Korea,Asia,0.304,0.357,
2008,Spain,Europe,16.555,3.384,
2008,Sweden,Europe,1.089,0.008,
2008,Switzerland,Europe,,0.049,
2008,Taiwan,Asia,0.25039,0.00558,
2008,Thailand,Asia,0.00108,0.03235,
2008,Tunisia,Africa,0.01937,,
2008,Turkey,Europe,0.364,0.0037,30.0
2008,Ukraine,Europe,0.083,0.0,
2008,United Kingdom,Europe,3.446,0.023,
2008,United States,North America,24.651,1.153,2229.0
2008,Uruguay,South America,0.0146,,
2008,Vietnam,Asia,,0.003424,
2008,World,World,115.56529,14.729541,9344.3
2009,Africa,Africa,0.74237,0.106845,170.3
2009,Algeria,Africa,,0.0,
2009,Argentina,South America,0.027829,2.6e-05,
2009,Asia,Asia,32.258021,3.7645862,
2009,Australia,Oceania,1.703,0.329,
2009,Austria,Europe,1.000985,0.048915,
2009,Belgium,Europe,0.608,0.386,
2009,Brazil,South America,0.602,0.0008139999999999,
2009,Bulgaria,Europe,0.333,0.002,
2009,Canada,North America,3.282,0.107,
2009,Chile,South America,0.163,0.0,0.0
2009,China,Asia,17.599408,0.4148,24.8
2009,Costa Rica,North America,0.1155,,165.7
2009,Croatia,Europe,,,0.0
2009,Czechia,Europe,,0.4646,
2009,Denmark,Europe,3.482087,0.005,
2009,Egypt,Africa,0.44,0.0013,
2009,El Salvador,North America,,,204.4
2009,Ethiopia,Africa,,,7.3
2009,Europe,Europe,75.81564,16.835742,1380.9
2009,Finland,Europe,0.147,,
2009,France,Europe,4.582,0.277,0.0
2009,Germany,Europe,25.732,10.564,8.0
2009,Greece,Europe,1.171,0.046,
2009,Guatemala,North America,,,54.2
2009,Honduras,North America,,0.003512,0.0
2009,Hungary,Europe,,0.001,
2009,Iceland,Europe,,,575.0
2009,India,Asia,10.925,0.039362,
2009,Indonesia,Asia,,,1189.0
2009,Iran,Asia,0.092,,
2009,Ireland,Europe,1.2513,,
2009,Israel,Asia,,0.0245,
2009,Italy,Europe,4.879,1.264,695.0
2009,Japan,Asia,1.997,2.627,535.0
2009,Jordan,Asia,0.0014,1.5e-05,
2009,Kenya,Africa,,,163.0
2009,Malaysia,Asia,,0.00054,
2009,Mexico,North America,0.425,0.0251,965.0
2009,Morocco,Africa,0.221,0.013445,
2009,Netherlands,Europe,2.222,0.069,
2009,New Zealand,Oceania,0.496,,633.0
2009,Nicaragua,North America,,,87.5
2009,North America,North America,38.1185,1.7496120000000002,3347.0
2009,Norway,Europe,0.423,,
2009,Oceania,Oceania,2.199,0.329,
2009,Other South & Central America,South America,,,14.999999999999943
2009,Pakistan,Asia,0.006,0.00667,
2009,Papua New Guinea,Oceania,,,56.0
2009,Philippines,Asia,0.033,0.00202,1846.5
2009,Poland,Europe,0.709,0.0,
2009,Portugal,Europe,3.326,0.115,25.0
2009,Romania,Europe,0.015,0.0001,
2009,Russia,Europe,0.01,0.0,81.0
2009,Slovakia,Europe,,0.0,
2009,South & Central America,South America,,,526.8
2009,South Africa,Africa,0.00836,0.0,
2009,South America,South America,0.82342896,0.00084000003,
2009,South Korea,Asia,0.351,0.524,
2009,Spain,Europe,19.176,3.423,
2009,Sweden,Europe,1.475,0.009,
2009,Switzerland,Europe,,0.079,
2009,Taiwan,Asia,0.37429,0.00951,
2009,Thailand,Asia,0.0050999999999999,0.037,
2009,Tunisia,Africa,0.05369,,
2009,Turkey,Europe,0.792,0.0047,77.0
2009,Ukraine,Europe,0.086,0.0,
2009,United Kingdom,Europe,4.422,0.027,
2009,United States,North America,34.296,1.614,2382.0
2009,Uruguay,South America,0.0306,,
2009,Vietnam,Asia,,0.003515,
2009,World,World,150.12058,22.844467,9790.7
2010,Africa,Africa,0.864797,0.193842,205.3
2010,Algeria,Africa,,0.0,
2010,Argentina,South America,0.027829,2.6e-05,
2010,Asia,Asia,47.56460500000001,5.629264,
2010,Australia,Oceania,1.864,1.088,
2010,Austria,Europe,1.015828,0.088813,
2010,Belgium,Europe,0.912,1.0066,
2010,Brazil,South America,0.927,0.000854,
2010,Bulgaria,Europe,0.488,0.025,
2010,Canada,North America,3.967,0.249,
2010,Chile,South America,0.163,0.0,0.0
2010,China,Asia,29.633479,1.0218,24.1
2010,Costa Rica,North America,0.1155,,165.7
2010,Croatia,Europe,,,0.0
2010,Czechia,Europe,,1.727,
2010,Denmark,Europe,3.801829,0.007,
2010,Egypt,Africa,0.555,0.015,
2010,El Salvador,North America,,,204.4
2010,Ethiopia,Africa,,,7.3
2010,Europe,Europe,84.92835000000001,30.119166000000003,1430.9
2010,Finland,Europe,0.197,,
2010,France,Europe,5.912,1.044,0.0
2010,Germany,Europe,26.903,18.004,8.0
2010,Greece,Europe,1.298,0.202,
2010,Guatemala,North America,,,54.2
2010,Honduras,North America,,0.003728,0.0
2010,Hungary,Europe,,0.002,
2010,Iceland,Europe,,,575.0
2010,India,Asia,13.184,0.0653619999999999,
2010,Indonesia,Asia,,,1189.0
2010,Iran,Asia,0.095,,
2010,Ireland,Europe,1.3904,,
2010,Israel,Asia,,0.0699,
2010,Italy,Europe,5.7940000000000005,3.592,728.0
2010,Japan,Asia,2.294,3.618,537.0
2010,Jordan,Asia,0.0014,1.5e-05,
2010,Kenya,Africa,,,198.0
2010,Malaysia,Asia,,0.000544,
2010,Mexico,North America,0.519,0.0298,965.0
2010,Morocco,Africa,0.221,0.013545,
2010,Netherlands,Europe,2.237,0.09,
2010,New Zealand,Oceania,0.524,,731.0
2010,Nicaragua,North America,,,87.5
2010,North America,North America,43.7365,3.191528,3370.0
2010,Norway,Europe,0.425,,
2010,Oceania,Oceania,2.388,1.088,
2010,Other South & Central America,South America,,,14.999999999999943
2010,Pakistan,Asia,0.006,0.009275,
2010,Papua New Guinea,Oceania,,,56.0
2010,Philippines,Asia,0.033,0.00202,1846.5
2010,Poland,Europe,1.108,0.0,
2010,Portugal,Europe,3.796,0.134,25.0
2010,Romania,Europe,0.389,0.0001,
2010,Russia,Europe,0.01,1e-05,81.0
2010,Slovakia,Europe,,0.019,
2010,South & Central America,South America,,,526.8
2010,South Africa,Africa,0.01016,0.001959,
2010,South America,South America,1.1584290000000002,0.00088,
2010,South Korea,Asia,0.382,0.65,
2010,Spain,Europe,20.693,3.873,
2010,Sweden,Europe,2.017,0.011,
2010,Switzerland,Europe,,0.125,
2010,Taiwan,Asia,0.47589,0.034555,
2010,Thailand,Asia,0.0056,0.0486,
2010,Tunisia,Africa,0.05369,,
2010,Turkey,Europe,1.32,0.0057,94.0
2010,Ukraine,Europe,0.088,0.0025,
2010,United Kingdom,Europe,5.421232,0.095,
2010,United States,North America,39.135,2.9090000000000003,2405.0
2010,Uruguay,South America,0.0406,,
2010,Vietnam,Asia,,0.004518,
2010,World,World,180.85153,40.33781,9998.0
2011,Africa,Africa,0.995002,0.2663879999999999,205.3
2011,Algeria,Africa,,0.0,
2011,Argentina,South America,0.059579,0.001252,
2011,Asia,Asia,67.92041,9.88405,
2011,Australia,Oceania,2.127,2.47,
2011,Austria,Europe,1.105966,0.17407,
2011,Belgium,Europe,1.069,1.9786,
2011,Brazil,South America,1.426,0.006097,
2011,Bulgaria,Europe,0.541,0.154,
2011,Canada,North America,5.265,0.628,
2011,Chile,South America,0.184,0.0,0.0
2011,China,Asia,46.3546,3.1078,26.2
2011,Costa Rica,North America,0.1283,,217.5
2011,Croatia,Europe,,,0.0
2011,Czechia,Europe,,1.913,
2011,Denmark,Europe,3.951981,0.017,
2011,Egypt,Africa,0.555,0.015,
2011,El Salvador,North America,,,204.0
2011,Ethiopia,Africa,,,7.3
2011,Europe,Europe,94.72223,53.564973,1555.2
2011,Finland,Europe,0.199,,
2011,France,Europe,6.758016,3.003574,16.3
2011,Germany,Europe,28.712,25.914,6.0
2011,Greece,Europe,1.64,0.612,
2011,Guatemala,North America,,,54.2
2011,Honduras,North America,,0.004479,0.0
2011,Hungary,Europe,,0.004,
2011,Iceland,Europe,,,665.0
2011,India,Asia,16.179000000000002,0.5633150000000001,
2011,Indonesia,Asia,,,1226.0
2011,Iran,Asia,0.0982099999999999,,
2011,Ireland,Europe,1.5846,,
2011,Israel,Asia,,0.1896999999999999,
2011,Italy,Europe,6.918,13.131,728.0
2011,Japan,Asia,2.419,4.914,537.0
2011,Jordan,Asia,0.0014,4.29999999999e-05,
2011,Kenya,Africa,,,198.0
2011,Malaysia,Asia,,0.000544,
2011,Mexico,North America,0.601,0.0424,887.0
2011,Morocco,Africa,0.255,0.0141739999999999,
2011,Netherlands,Europe,2.316,0.149,
2011,New Zealand,Oceania,0.623,,726.0
2011,Nicaragua,North America,,,87.5
2011,North America,North America,51.670300000000005,5.846879,3296.0
2011,Norway,Europe,0.512,,
2011,Oceania,Oceania,2.75,2.47,
2011,Other South & Central America,South America,,,15.0
2011,Pakistan,Asia,0.006,0.018632,
2011,Papua New Guinea,Oceania,,,56.0
2011,Philippines,Asia,0.033,0.00202,1846.5
2011,Poland,Europe,1.8,0.00111,
2011,Portugal,Europe,4.256215,0.172,25.0
2011,Romania,Europe,0.988,0.001,
2011,Russia,Europe,0.01,2.3e-05,81.0
2011,Slovakia,Europe,,0.496,
2011,South & Central America,South America,,,578.2
2011,South Africa,Africa,0.01016,0.005658,
2011,South America,South America,1.713184,0.007349,
2011,South Korea,Asia,0.425,0.73,
2011,Spain,Europe,21.529,4.283,
2011,Sweden,Europe,2.764,0.012,
2011,Switzerland,Europe,,0.223,
2011,Taiwan,Asia,0.5226900000000001,0.129912,
2011,Thailand,Asia,0.0073,0.0787,
2011,Tunisia,Africa,0.05369,,
2011,Turkey,Europe,1.729,0.0067,114.0
2011,Ukraine,Europe,0.146,0.1882,
2011,United Kingdom,Europe,6.596285,1.0,
2011,United States,North America,45.676,5.172,2409.0
2011,Uruguay,South America,0.043605,,
2011,Vietnam,Asia,,0.004518,
2011,World,World,220.1219,72.21597,10133.4
2012,Africa,Africa,1.127604,0.345954,212.8
2012,Algeria,Africa,,0.0,
2012,Argentina,South America,0.136979,0.006252,
2012,Asia,Asia,85.24638,16.54569,
2012,Australia,Oceania,2.561,3.796,
2012,Austria,Europe,1.33715,0.337483,
2012,Belgium,Europe,1.37,2.6466,
2012,Brazil,South America,1.894,0.006608,
2012,Bulgaria,Europe,0.677,1.013,
2012,Canada,North America,6.2010000000000005,0.766,
2012,Chile,South America,0.202,0.002,0.0
2012,China,Asia,61.59687,6.7178,26.2
2012,Costa Rica,North America,0.1436,,217.5
2012,Croatia,Europe,,,0.0
2012,Czechia,Europe,,2.022,
2012,Denmark,Europe,4.161941,0.402,
2012,Egypt,Africa,0.555,0.015,
2012,El Salvador,North America,,,204.4
2012,Ethiopia,Africa,,,7.3
2012,Europe,Europe,107.20097,71.716375,1612.2
2012,Finland,Europe,0.257,,
2012,France,Europe,7.607496,4.358754,15.3
2012,Germany,Europe,30.979,34.075,16.0
2012,Greece,Europe,1.753,1.536,
2012,Guatemala,North America,,,54.2
2012,Honduras,North America,,0.005156,0.0
2012,Hungary,Europe,,0.012,
2012,Iceland,Europe,,,665.0
2012,India,Asia,17.2997,0.978582,
2012,Indonesia,Asia,,,1336.0
2012,Iran,Asia,0.10613,,
2012,Ireland,Europe,1.70435,,
2012,Israel,Asia,,0.272,
2012,Italy,Europe,8.102,16.785,728.0
2012,Japan,Asia,2.562,6.632000000000001,512.0
2012,Jordan,Asia,0.0014,7.3e-05,
2012,Kenya,Africa,,,205.5
2012,Malaysia,Asia,,0.031584,
2012,Mexico,North America,1.815,0.0728,824.0
2012,Morocco,Africa,0.255,0.015174,
2012,Netherlands,Europe,2.433,0.287,
2012,New Zealand,Oceania,0.623,,726.0
2012,Nicaragua,North America,,,164.5
2012,North America,North America,67.2346,8.980956,3416.0
2012,Norway,Europe,0.705,,
2012,Oceania,Oceania,3.184,3.796,
2012,Other South & Central America,South America,,,15.0
2012,Pakistan,Asia,0.056155,0.045783,
2012,Papua New Guinea,Oceania,,,56.0
2012,Philippines,Asia,0.033,0.00202,1846.5
2012,Poland,Europe,2.564,0.0013,
2012,Portugal,Europe,4.411552,0.238,25.0
2012,Romania,Europe,1.822,0.041,
2012,Russia,Europe,0.01,9.3e-05,81.0
2012,Slovakia,Europe,,0.513,
2012,South & Central America,South America,,,655.5999999999999
2012,South Africa,Africa,0.01016,0.011303,
2012,South America,South America,2.285584,0.01486,
2012,South Korea,Asia,0.464,1.024,
2012,Spain,Europe,22.789,4.569,
2012,Sweden,Europe,3.606,0.024,
2012,Switzerland,Europe,,0.437,
2012,Taiwan,Asia,0.57099,0.231281,
2012,Thailand,Asia,0.1117,0.3767,
2012,Tunisia,Africa,0.173,,
2012,Turkey,Europe,2.261,0.0117,162.0
2012,Ukraine,Europe,0.248,0.3716,
2012,United Kingdom,Europe,9.03042,1.753,
2012,United States,North America,59.075,8.137,2592.0
2012,Uruguay,South America,0.052605,,
2012,Vietnam,Asia,,0.004518,
2012,World,World,266.91825,101.74533,10480.3
2013,Africa,Africa,1.741834,0.6669729999999999,212.8
2013,Algeria,Africa,,0.0,
2013,Argentina,South America,0.189979,0.008257,
2013,Asia,Asia,102.48747,36.577152000000005,
2013,Australia,Oceania,3.221,4.565,
2013,Austria,Europe,1.674538,0.625974,
2013,Belgium,Europe,1.78,2.9016,
2013,Brazil,South America,2.20202,0.012528,
2013,Bulgaria,Europe,0.683,1.02,
2013,Canada,North America,7.801,1.21,
2013,Chile,South America,0.301,0.015,0.0
2013,China,Asia,76.73053,17.747799999999998,26.0
2013,Costa Rica,North America,0.1436,,217.5
2013,Croatia,Europe,,,0.0
2013,Czechia,Europe,,2.0635,
2013,Denmark,Europe,4.818923,0.5710000000000001,
2013,Egypt,Africa,0.555,0.015,
2013,El Salvador,North America,,,204.4
2013,Ethiopia,Africa,,,7.3
2013,Europe,Europe,118.1839,81.8605,1773.2
2013,Finland,Europe,0.447,,
2013,France,Europe,8.155961,5.277289,16.3
2013,Germany,Europe,33.477000000000004,36.708,26.0
2013,Greece,Europe,1.809,2.579,
2013,Guatemala,North America,,,49.2
2013,Honduras,North America,,0.005156,0.0
2013,Hungary,Europe,,0.035,
2013,Iceland,Europe,,,665.0
2013,India,Asia,18.4204,1.445827,
2013,Indonesia,Asia,,,1343.5
2013,Iran,Asia,0.10763,,
2013,Ireland,Europe,1.9233,,
2013,Israel,Asia,,0.3768,
2013,Italy,Europe,8.542,18.185,729.0
2013,Japan,Asia,2.646,13.599,512.0
2013,Jordan,Asia,0.0014,0.0001409999999999,
2013,Kenya,Africa,,,205.5
2013,Malaysia,Asia,,0.138674,
2013,Mexico,North America,2.122,0.109,823.0
2013,Morocco,Africa,0.495,0.015174,
2013,Netherlands,Europe,2.713,0.65,
2013,New Zealand,Oceania,0.623,,798.0
2013,Nicaragua,North America,,,154.5
2013,North America,North America,70.03960000000001,13.083156,3430.0
2013,Norway,Europe,0.8180000000000001,,
2013,Oceania,Oceania,3.844,4.565,
2013,Other South & Central America,South America,,,15.0
2013,Pakistan,Asia,0.106055,0.100658,
2013,Papua New Guinea,Oceania,,,56.0
2013,Philippines,Asia,0.033,0.003047,1846.5
2013,Poland,Europe,3.4290000000000003,0.0023929999999999,
2013,Portugal,Europe,4.609948999999999,0.296,25.0
2013,Romania,Europe,2.773,0.761,
2013,Russia,Europe,0.01,0.001259,79.0
2013,Slovakia,Europe,,0.533,
2013,South & Central America,South America,,,640.5999999999999
2013,South Africa,Africa,0.257,0.261625,
2013,South America,South America,2.752416,0.035785,
2013,South Korea,Asia,0.5760000000000001,1.555,
2013,Spain,Europe,22.958,4.69,
2013,Sweden,Europe,4.194,0.043,
2013,Switzerland,Europe,,0.756,
2013,Taiwan,Asia,0.61419,0.4099379999999999,
2013,Thailand,Asia,0.2226999999999999,0.8235,
2013,Tunisia,Africa,0.2,,
2013,Turkey,Europe,2.76,0.0177,311.0
2013,Ukraine,Europe,0.362,0.7484,
2013,United Kingdom,Europe,11.282272,2.9370000000000003,
2013,United States,North America,59.973,11.759,2607.0
2013,Uruguay,South America,0.059417,,
2013,Vietnam,Asia,,0.004518,
2013,World,World,299.83962,137.22697,10717.6
2014,Africa,Africa,2.399398,1.57312,373.4
2014,Algeria,Africa,,0.0011,
2014,Argentina,South America,0.215187,0.008252,
2014,Asia,Asia,128.19758000000002,61.170582,
2014,Australia,Oceania,3.797,5.284,
2014,Austria,Europe,2.110275,0.785246,
2014,Belgium,Europe,1.944,3.015,
2014,Brazil,South America,4.888053,0.020697,
2014,Bulgaria,Europe,0.6990000000000001,1.026,
2014,Canada,North America,9.694,1.843,
2014,Chile,South America,0.736,0.221,0.0
2014,China,Asia,96.81913,28.3878,25.95
2014,Costa Rica,North America,0.1931,,217.5
2014,Croatia,Europe,,,0.0
2014,Czechia,Europe,,2.0674,
2014,Denmark,Europe,4.8864030000000005,0.607,
2014,Egypt,Africa,0.555,0.015,
2014,El Salvador,North America,,,204.4
2014,Ethiopia,Africa,,,7.3
2014,Europe,Europe,130.21045,88.78095,1909.265
2014,Finland,Europe,0.627,,
2014,France,Europe,9.201425,6.034418,16.3
2014,Germany,Europe,38.614,37.898,29.0
2014,Greece,Europe,1.978,2.596,
2014,Guatemala,North America,,,49.2
2014,Honduras,North America,,0.005156,0.0
2014,Hungary,Europe,,0.089,
2014,Iceland,Europe,,,665.0
2014,India,Asia,22.4653,3.444008,
2014,Indonesia,Asia,,,1403.5
2014,Iran,Asia,0.14878,,
2014,Ireland,Europe,2.28325,,
2014,Israel,Asia,,0.5871000000000001,
2014,Italy,Europe,8.683,18.594,768.0
2014,Japan,Asia,2.753,23.339,508.0
2014,Jordan,Asia,0.0014,0.000236,
2014,Kenya,Africa,,,366.1
